transcript_id,transcript_position,score
ENST00000199389,250,0.49289849377791534
ENST00000199389,302,0.45219766005116674
ENST00000199389,340,0.5752494187314827
ENST00000199389,389,0.536287526610632
ENST00000199389,394,0.39156741114177823
ENST00000199389,410,0.5917861103288411
ENST00000199389,497,0.33383363784524495
ENST00000199389,624,0.40343688156058305
ENST00000199389,653,0.5298536075128252
ENST00000199389,762,0.13804653671186953
ENST00000199389,851,0.528088294742281
ENST00000199389,880,0.29918711184063745
ENST00000199389,934,0.5866466793158245
ENST00000199389,1033,0.4173764763139166
ENST00000199389,1051,0.18525374826911353
ENST00000199389,1100,0.5675729223410969
ENST00000199389,1166,0.5870558934814946
ENST00000199389,1260,0.48494926406983035
ENST00000199389,1342,0.4325697833528358
ENST00000199389,1450,0.22221986042270786
ENST00000199389,1528,0.7619022801639287
ENST00000199389,1549,0.31890331849700376
ENST00000199389,1564,0.5346095567276973
ENST00000199389,1570,0.4908085286016798
ENST00000199389,1575,0.5729684074808817
ENST00000199389,1596,0.44017881022773936
ENST00000199389,1646,0.4931297437183567
ENST00000199389,1731,0.3074341593228654
ENST00000199389,1758,0.14239353083030964
ENST00000199389,1770,0.6722509377558347
ENST00000199389,1846,0.6315962799495518
ENST00000199389,1859,0.6566526484158012
ENST00000199389,1889,0.504212799965015
ENST00000199389,1915,0.19378907105143725
ENST00000199389,1964,0.5862569207177096
ENST00000199389,1981,0.4312262748731818
ENST00000199389,1996,0.7775672530935401
ENST00000199389,2046,0.6728465469576532
ENST00000199389,2051,0.16038991946589456
ENST00000199389,2067,0.19870954066558383
ENST00000199389,2144,0.44917270554796174
ENST00000199389,2235,0.2812346905665843
ENST00000199389,2256,0.3970826764573967
ENST00000199389,2263,0.5665846568517443
ENST00000199389,2269,0.34240791992957254
ENST00000199389,2307,0.3689832149859117
ENST00000199389,2405,0.6138867612003018
ENST00000199389,2420,0.2771417007318145
ENST00000199389,2507,0.5229455466622728
ENST00000199389,2545,0.1618831599392138
ENST00000199389,2615,0.46521296488217145
ENST00000199389,2874,0.3868522207542112
ENST00000300853,870,0.4573163133164748
ENST00000300853,1043,0.47238644803660385
ENST00000300853,1079,0.6761189906109089
ENST00000394308,105,0.3835955967638304
ENST00000394308,340,0.20706735612328966
ENST00000394308,459,0.6566928811701455
ENST00000394308,496,0.21325322379479808
ENST00000394308,516,0.3905578574930658
ENST00000394308,608,0.36667795533379977
ENST00000394308,728,0.5198335109642755
ENST00000394308,829,0.30196668294775064
ENST00000394308,842,0.5952482306152842
ENST00000394308,867,0.6684907297834363
ENST00000394308,877,0.40883713685383893
ENST00000394308,924,0.1614056226201248
ENST00000394308,928,0.3925335430312875
ENST00000394308,964,0.28633466209376174
ENST00000394308,1032,0.4548773929887789
ENST00000394308,1054,0.40023805223770587
ENST00000394308,1106,0.28686889176635927
ENST00000394308,1126,0.2087091271806862
ENST00000394308,1176,0.5129246000419082
ENST00000394308,1183,0.2293709409090913
ENST00000394308,1243,0.6576316988030999
ENST00000394308,1286,0.3889440117205261
ENST00000394308,1367,0.5501564017109318
ENST00000394308,1401,0.4127806619650675
ENST00000394308,1424,0.4407975126341529
ENST00000394308,1514,0.1761132350484121
ENST00000394308,1602,0.11909894503375858
ENST00000394308,1649,0.4281845014991072
ENST00000394308,1713,0.4187298907047566
ENST00000394308,1771,0.16840182879761403
ENST00000394308,1816,0.3955484170522556
ENST00000394308,1836,0.3736546177068037
ENST00000394308,1918,0.6973729860641609
ENST00000394308,1937,0.5099870328975
ENST00000394308,1960,0.19274798655901554
